cleaned_text,sentiment
alfa group percentage vote stock new company telenor percentage free float percentage,neutral
altogether subject mildly elevate cholesterol level participate fourmonth long intervention,neutral
arto ryymin bear replace juhani kaisanlahti work act evp healthcare welfare since august,neutral
capman haavisto responsible group finance accounting,neutral
cablevision system corp cvc madison square garden division own operate new york knickerbockers basketball team also madison square garden arena new york ranger hockey team new york liberty woman basketball team hartford wolf pack hockey team,neutral
capman six investment area capman buyout capman technology capman life science capman russia capman public market capman real estate dedicate team fund,neutral
capman plc press release march jukka ruuska president omx nordic exchange stockholm stock exchange transfer capman effective late september,neutral
cent profile contain business operation company history major product service prospect key competitor structure key employee location subsidiary,neutral
conference call participate via conference call please dial minute begin event europe usa,neutral
construction schedule start apriljune complete early,neutral
found strand associate provide civil environmental transportation electrical mechanical engineering service employee office wisconsin alabama illinois indiana kentucky ohio,neutral
halonen office acknowledge receive letter decline comment,neutral
headquarter city company nearly year old focus sciencebased innovation technology environmental measurement,neutral
lee man combine annual production capacity close million tonne paper tonne pulp,neutral
method smelt spout separate work area shield wall arrange movable relation smelt spout,neutral
necessary strengthen company operation however,neutral
lay succeed walter gnter base finland,neutral
lemminkainen infra subsidiary lemminkainen sverige perform construction work expect start early complete summer,neutral
los angelesbased pacific office property trust acquire own operate office property western focus initially market honolulu san diego los angeles phoenix,neutral
mikko saavalainen head comptel global sale concludes gibtelecom provide perfect illustration variety business technical regulatory challenge operator face today,neutral
professional consumer application include personal navigation personal safety field workflow management asset tracking,neutral
satama trainer house remain name independent brand business area,neutral
mention shareholder suggest monthly salary eur would pay board member outside company,neutral
address location provide local controller preferably wireless transmission address location access appliance control module,neutral
bank also examine benefit transfer swedish business operate branch office operation would govern finland law,neutral
donation grant aalto university university helsinki tampere turku eastern finland jyvskyl oulu vaasa polytechnic announce later,neutral
guidance set basis point midswaps report say,neutral
invention carry international patent publication,neutral
inventor bylander johan ponten fredrik lundberg jorgen,neutral
inventor mukkavilli krishna kiran sabharwal ashutosh aazhang behnaam,neutral
inventor ridge justin bao yiliang karczewicz marta,neutral
issuer solely responsible content announcement,neutral
issuer solely responsible content announcement,neutral
market make accordance agreement begin september,neutral
offer price million include cash million net debt assumption face million worth cencorp share issue savcor,neutral
original patent file finland application,neutral
swedish subsidiary hold percentage net smelter return nsr royalty two advance copper project northern sweden viscaria adak project develop avalon mineral ltd asx avi,neutral
total investment vantaa plant extension amount around million euro okmetic share investment worth around million,neutral
welcome,neutral
need ready window open rosberg say,neutral
director shareholder alike ask practice allow continue,neutral
issue identify stonesoft affect range content inspection technology,neutral
want credit card info personal detail,neutral
dopplr dopplr service smart traveller,neutral
accord sweden minister local government financial market mat odell decision sell state share telecom group teliasonera carry cooperation state finland,neutral
accord capman plc corporate governance majority committee member shall independent company,neutral
accord finnair technical service measure due employment situation,neutral
accord honka japan manage director marko saarelainen honkarakenne export ready make log house japan year,neutral
accord preliminary data slovakia statistic office good worth million import finland january october make percent slovakia total import,neutral
accord seikku retail sector finland control large actor food manufacturer still relatively small,neutral
also sixyear historic analysis provide market,neutral
also sixyear historic analysis provide market,neutral
amanda say already make usd investment commitment russia partner fund july,neutral
invention release patent office say chamber pressurize,neutral
audio webcast available live archive cerner web site wwwcernercom,neutral
basware order match automatically match purchase invoice approve purchase order,neutral
capacity facility make finland vaahto group ton light coat paper,neutral
capman asset manager eur worth asset management nordic region,neutral
capman four investment area capman buyout capman technology capman life science capman real estate dedicate team,neutral
castecka say town hall would hold talk investor interested zone,neutral
change announce today effective close trading friday june,neutral
chs expo freight major finnish fair exhibition culture logistics company provide logistics service various event land air sea,neutral
competition authority approve deal finalize,neutral
complete name shareholder otto henrik bernhard nyberg information please contact maijaliisa friman ceo tel,neutral
completion transaction subject final agreement due diligence process,neutral
construction expect complete summer,neutral
dragonfly love another video shot start finish use nokia,neutral
elcoteq electronics manufacture service business segment serf customer globally engineering manufacturing fulfillment service,neutral
eqt complete exit salcomp finnish company make mobile phone charger sell remain stake swedish investment group nordstjernan euro million million,neutral
financialwire cooperation investrend broadcast syndicate also provide complete daily conference call webcast schedule service shareholder investor via firstalert network oefirstalert daily,neutral
follow registration number issue outstanding share basware,neutral
fortum previously buy stateheld stake tgk rao ues reform,neutral
goodwill intangible asset account somemillioneuromillionof purchase price percentage payable aspo share,neutral
harold young independent broker work closely several retailer include ahold usa market basket wholesale club hannaford cumberland farm,neutral
honkarakenne mainly export large luxury log house russia use onefamily house holiday home percentage sale moscow region percentage petersburg region remainder location,neutral
provide manage service nokia take responsibility building operate transfer well optimise indosat network,neutral
today business preempt consumer want say mohammed zainalabedin general manager zain bahrain,neutral
insurance policy simple,neutral
member oneworld alliance include american airline british airway,neutral
expect complete end,neutral
provide heat form hot water sawmill need,neutral
asset management expert manage asset worth eur billion,neutral
jon risfelt year old hold master science chemical engineering swedish royal institute technology,neutral
juha haapakoski continue editorinchief budget responsibility also new publisher,neutral
jun boy genius report deliver newstex nokia nyse nok huh,neutral
last july group say intend relocate warehouse office space loudeac saint marcel morvillars east france already operate hook manufacture distribution unit,neutral
lkab headquarter lulea sweden hightech mining company produce upgraded iron ore product steel industry,neutral
look vintage fabric cushion cover coffee pot ceramic serve dish cocktail glass stainless steel party dish,neutral
name applicant jot automation oyname inventor mammila tuomo piirainen mika kellokoski mikaapplication kolnp adate filing application publication date,neutral
national sponsor big read include national endowment art cooperation institute museum library service art midwest,neutral
neste oil corporation refining operation asset summary report summary neste oil corporation refining operation asset summary report essential source company data information,neutral
share hold company number outstanding share vote right attach share amount thus,neutral
oka specialise new construction renovation work residential nonresidential building well premise industrial logistical use,neutral
okmetic board director also decide new share ownership program direct company top management,neutral
panostaja headquarter tampere finland investment company focus small mediumsized finnish company operate traditional industry,neutral
pertti ervi independent company major shareholder,neutral
please inform johanna koskinen participation later april telephone conference financial analyst investor conduct english begin finnish time eet,neutral
previously plant expect complete end,neutral
prothious engineering wwwprothiouscom employ large portfolio project annual detail capacity tonne,neutral
rapala aim move distribution unit ragot loudeac bretagne distribution unit waterqueen fish line supplier tortue saint marcel central france morvillars,neutral
rapala tournament fish major title already holiday bargainpriced game rapala aim small audience,neutral
rfid radio frequency identification method socalled intelligent transport whereby information read save remotely,neutral
sanoma also executive committee accordance company article association prepare proposal matter decide note board director,neutral
sarantel base wellingborough design highperformance antenna portable wireless device,neutral
share acquire accordance section rule nasdaq omx helsinki rule applicable acquisition share,neutral
succeed krister kylas decide leave teliasonera,neutral
shuweihat get way july project award desalination power contractor,neutral
simmons elect dcuc chairman portsmouth nhgordon simmons ceo service credit union elect chairman defense credit union council term,neutral
stock exchange release sanoma publish annual report financial statement first corporate responsibility report,neutral
stockholmbased nordea bank sto nda say yesterday hire casper von koskull lead corporate merchant bank capital market unit effective september,neutral
swedish finnish danish list company organize three market cap segment nordic large cap mid cap small cap,neutral
symphony service provide development service aldata gold,neutral
tekla provide software build infrastructure engineering focus build information model steel concrete structure design construction,neutral
teleste hybrid solution include component whole process deliver video service consumer content acquisition service creation delivery range access solution include hfc hybrid fibrecoaxial xdsl etth ftth,neutral
agreement valid four year,neutral
broker start upmkymmene stora enso sappi equalweight recommendation holmen norske skog underweight rating,neutral
business sale euro million million responsible sale marketing lanxess paper chemical business kemira buy euro million early year jan,neutral
business section also include ahlstrom sustainability report,neutral
commission say hydrogen peroxide market worth million euro,neutral
company presently examine whether project would financially feasible,neutral
company study feasibility focus process meat production vantaa facility processing fresh meat forssa facility,neutral
company specialise temporary electrification heat construction site,neutral
dividend payable february shareholder record january,neutral
eur million nonrecurring expense record third quarter,neutral
event follow online via orion finnish homepage wwworionfi well via kauppalehti live web service wwwkauppalehtifilive,neutral
extraordinary general meeting expect take place later february,neutral
first two project phase expect completed end,neutral
group intend relocate warehouse office space loudeac saint marcel morvillars east country already operate hook manufacture distribution unit,neutral
group own operate fleet dwt container capacity teus manages diversify fleet railway roll stock unit,neutral
hayward califbased target design active casual dress footwear well boot sandal,neutral
lemminkainen group headquarter helsinki finland operate sector construction industry civil engineering building contract technical building service build material industry,neutral
marubeni group focus create value chain upstream downstream encompass wide variety business field include oil gas metal mineral resource food pulp paper chemical among others,neutral
new share carry right dividend shareholder right effect today,neutral
office space rise remodel cannon street underground station,neutral
oxyview pulse oximeter common device check patient bloodoxygen saturation level pulse rate,neutral
project expect complete,neutral
reason petersburg status capital one participant meeting quote chikunov say,neutral
report provide detail profile ten lead european specialty chemical company brief profile major player,neutral
report profile company include many key niche player worldwide black decker corporation fiskars corporation fiskars brand inc husqvarna outdoor product inc group ryobi technology inc scott miraclegro company van group inc,neutral
report profile company include many key niche player worldwide black decker corporation fiskars corporation fiskars brand inc husqvarna outdoor product inc group ryobi technology inc scott miraclegro company van group inc,neutral
server responsible manage device user account desktop client application enable remote access mobile phone,neutral
share share capital mention shareholder remain percentage,neutral
share shall repurchase public trading reason share repurchase otherwise proportion hold shareholder,neutral
subsidiary responsible filter sale local assembly filter market service china,neutral
total value project value sek eur usd,neutral
trade accordance agreement announce march,neutral
transaction expect complete next spring,neutral
write publication lemminkinen history continuation earlier collaboration antti tuuri company,neutral
product include personal communication product mobile phone part home communication product settop box electronics flat panel well communication network product basestations towertop amplifier microwave system,neutral
check make bid deka showroom fortitude valley,neutral
uponor maintains fullyear guidance,neutral
utah capital want next headquarters amer sport corp skiequipment company,neutral
would like see change nokia next attempt,neutral
complete meter watchtower high building ireland,neutral
viking pay eur million new ship complete january,neutral
assa abloy kaupthing bank give neutral recommendation share price target crown euro swedish lock maker assa abloy,neutral
aim understand different traffic pattern base use building,neutral
vaalipalveluservice especially develop use community organization,neutral
industry come interesting fork road handset manufacturer wireless carrier attempt serve portal webbased service wireless handset write,neutral
dinner conference program also view live audio webcast internet page wwwcityconcom,neutral
plumb business announce sponsor professional dart player,neutral
coq special develop bicentenary company trade mark brewer say,neutral
another noticeable thing search tata airtel brand mostly related broadband connection,neutral
aspo also investigated sale opportunity kaukomarkkinat electronics business,neutral
begin subscription period may share subscription price option right eur per share,neutral
walden ignatius responsible also newspaper business result,neutral
capitex kalmar continue responsible maintenance technical development service,neutral
change asbuilt model design communicate subcontractor accommodate steel grc glass reinforce concrete fabrication process,neutral
customer wide range industry use stainless steel service worldwide,neutral
exel want serve industrial customer individual product,neutral
finnish bank pohjola bank plc hel pohs say today issue eur million usd indexlinked bond pohjola tutkimuksen tahdet viii pohjola research star viii october,neutral
merisatama far corner world asfaltti osakeyhti lemminkinen establish group master builder helsinki specialist business subcontractor,neutral
fsecure developer security solution service internet service provider mobile operator announce result annual online wellbeing survey,neutral
kemira record revenue approximately eur billion staff,neutral
accordance term condition alma medium option program share subscription price option right eur per share book countervalue eur per share,neutral
penttil vision important reason transaction russia,neutral
also confirm earnings guidance whole issue report whole,neutral
handpainted resin real treble long deep top bottom middle hook,neutral
part development worldclass magnetite deposit karara know potential million metric ton annual processing magnetite estimate year life,neutral
operates three distinct brand unite supermarket market street unite supermercado,neutral
kaupthing bank publish annual result market open thursday january,neutral
london afx european broker recommendation issue today collate afx news range market source,neutral
fine print,neutral
master business administration mba,neutral
special event three county four month host library system nine branch library,neutral
laakso responsible hkscan function development group smarket area,neutral
new delhi july sahlberg teppo kallio timo mustonen tuomas real oyj espoo finland develop novel mark method produce,neutral
nokia siemens network provide mobile fix network infrastructure communication network service platform well professional service operator service provider,neutral
share hold company group company number outstanding share vote right attach share thus amount,neutral
outotec scope delivery cover engineering supply special equipment service calcination plant two circulate fluid bed calciners,neutral
outotec scope delivery include design basic engineering supply proprietary equipment sinter plant grate area square meter,neutral
participant book discussion special event visitor car dealership eligible enter draw silver fourdoor altima,neutral
peigs wwwpeigsse become part sardus latta maltider light meal unit,neutral
product coverage bake good biscuit breakfast cereal data coverage market size historic forecast company share brand share distribution data,neutral
quality charger chargz brand sell select retail store sale location worldwide,neutral
group loyal customer magazine yhteishyv come second reader sanoma corporation daily newspaper helsingin sanomat third reader,neutral
scopi chief business excellence officer eng,neutral
subjectmatter invention furthermore use cyclone separate partly melt particle,neutral
take cue playbook east dillon lion create special team heavyhitting style player bootcut jean tummy top course cowboy boot,neutral
tekla defense business employ person locate espoo finland,neutral
tekla organize information meeting analyst medium wtc helsinki marski meeting room aleksanterinkatu day light lunch serve,neutral
annual general meeting approve yearly remuneration member board director shall remain eur chairman board eur deputy chairman board eur member board,neutral
board machine wire width design speed mmin produce close tonne fold boxboard per day,neutral
change hold accordance chapter section finnish security market act describe,neutral
company also appoint leif rosen head special plate unit include quarto plate unit degerfors sweden new castle usa unit willich germany well pressplate prefab avesta plate service centre nordic degerfors,neutral
company design manufacture market advance composite product industrial application consumer good crosscountry alpine nordic walk pole floorball stick antenna radome,neutral
company own state finland european aeronautic defense space company eads tekla international software company provide solution build construction energy distribution municipality,neutral
company say currently french distribution unit ragot locate loudeac normandy distribution unit waterqueen line supplier tortue saint marcel midfrance hook manufacture unit vmc hook distribution unit vmc europe morvillars,neutral
contractor shopping center china state construction engineering corporation previously build airport hotel factory large international customer different part world,neutral
correct chapter entirety,neutral
deal worth eurmarket neutral,neutral
event also view live webcast wwwcargoteccom,neutral
investment worth approximately eurmarket neutral,neutral
mill concentrate get supercalendered line run satisfactorily restart old newsprint line,neutral
number customer one important parameter determine price electricity network,neutral
order value eurm,neutral
order value usd,neutral
order worth eurmarket neutral,neutral
prerequisite inclusion program receipt gain key employee acquire aspo share amount determine board advance maximum,neutral
record date dividend distribution march,neutral
samsung mobile application store launch january samsung mobile innovator program enables mobile software developer create application use across samsung mobile device,neutral
solid fuel heat sludge mixed therein,neutral
study evaluate safety tolerability pharmacokinetics repeat dos intravenously administer antibody patient active plaque psoriasis,neutral
total donation amount eur,neutral
total investment necessary eurm company estimate,neutral
total project duration three year value eur,neutral
total scope project square metre value total around eurm,neutral
responsible operation customer relationship development,neutral
implementation important operator since launch fixedtomobile convergence service brazil see brazil may,neutral
organization assume responsibility operation russia,neutral
thus group balance sheet eur million goodwill company add,neutral
thus group balance sheet eur goodwill company add,neutral
timo penttila appoint new manager responsible asset management nordea institutional customer finland,neutral
see new register subscribe newspaper,neutral
trading new share right dividend distribution fund start exchange helsinki tomorrow,neutral
upmkymmene wwwupmkymmenecom produce magazine paper newsprint well fine specialty paper convert material wood product,neutral
vehvilainen currently chief operate officer nokia siemens network join finnair january take ceo effective february,neutral
yara suomi ltd also provide nitrogen chemical technical nitrate various sector industry well product use environmental protection,neutral
net sale finnish sanoma learn literature finnish medium group sanoma decrease percentage januaryjune total eurmarket neutraldown eurmarket neutralin corresponding period,negative
morgan expect scala low nobel biocare growth forecast current guidance percentage well operate margin target current percentage,negative
furthermore sale new passenger car light commercial vehicle country decline percentage yearonyear last month,negative
profitability ebit percentage percentage compare percentage,negative
sale midstrength beer decrease percentage,negative
finnish lifting equipment maker kone oyj say october order worthmillioneuromillionto deliver total custom design elevator norwegian shipbuilder aker yard asa,positive
company make marketing sale investment initiate even efficient,positive
stock trading map day map sek high day map sek bullish indicator,positive
pleased effort negotiate team look forward productive four year ahead,positive
helsinki thomson financial kone say four order saudi arabia united arab emirate qatar worthmillioneur,positive
adp news finnish handling system provider cargotec oyj hel cgcbv announce friday order worth eur million usd deliver linkspans jordan morocco ireland,positive
merrill lynch analyst campbell morgan upgrade recommendation paperlinx neutral buy may,positive
outotec oyj press release february outotec two large mineral processing technology order mirabela mineracao brasil ltda brazil cumerio med jsco bulgaria,positive
outotec say new order worthmillioneur quarter compare withmillioneur year earlier,positive
raute say order worth aroundmillioneur supply several plywood production line mill operate russian wood product company sveza group,positive
brokerage say see true turn point european steel base price well pricing see carry second quarter,positive
location make mall convenient place shop consumer three large residential area nearby jaroszowka wysockiego zgody,positive
line stone sale also good early autumarket neutraland order book strong end year,positive
vessel order help aspo secure longterm competitiveness fleet term technology pricing,positive
december finnishgerman telecom equipment maker nokia siemens network say today contract upgrade radio network homebased telecommunication company elisa oyj hel eliv,positive
finnish kci konecranes award order four hot metal ladle crane indian steel producer bhushan steel strip deliver,positive
vaahto pulp paper finnish vaahto group award order renovate finnishswedish forest industry company stora enso paperboard machine ingerois board mill finland,positive
combine two producer create strong eubased fertilizer industry capable meeting global competition add,positive
helsinki afx kci konecranes say order four hot metal ladle crane indian steel producer bhushan steel strip ltd,positive
helsinki afx outokumpu say technology unit amillioneur contract bosniaherzegovina aluminij mostar upgrade anode plant,positive
london lead share today jump almost point percentage market open,positive
mika stahlberg fsecure lab say excited proud fsecure recognize avcomparatives product year,positive
policy also aim make company profitable competitive,positive
finland lead metal group outokumpu say fourthquarter net profit triple back strong global demand stainless steel soar base metal price proceeds sale technology unit,positive
company poser want impress people late handset,neutral
accord post world intellectual property organization present invention relate hydrocarbon particularly manufacture hydrocarbon component suitable aviation fuel jet fuel blend stock aviation fuel,neutral
exactly happen recent weekday east baker bring remind resident easter tradition make wheat rice pie,neutral
investment investment activity communication relate available relevant person engage relevant person,neutral
fortum need clear signal commitment government permit available company start next round kuula say,neutral
addon order contains among others control valve instrumentation well complete mill engineering electrification metso drive control,neutral
repurchase bond execute open market accordance section term condition convertible bond,neutral
finnish raute precision supply weigh dose system plant change name lahti precision,neutral
finnish suominen corporation make wipe nonwovens flexible packaging plant near warsaw poland make flexible packaging,neutral
france tlcom spent time study teliasonera potential takeover target shareholder want sell pellissier say,neutral
support nokia phone include ngb eei touch xpress classic navigator classic navigator,neutral
machine annual production capacity tonne supercalendered magazine paper paper grade base recovered fiber stora enso say,neutral
moscow metro wwwmosmetroru first metro system europe implement smart card together new type magnetic card,neutral
total scholarship amount euro recipient choose recommendation fine art university sport association,neutral
invention release patent office say noncoherent search matrix form say correlation function matrix,neutral
stakeholder comptel involve workshop meeting file comment issue great importance competitive sector industry,neutral
patrick jeambar also continue responsible innovation health safety environment hsea function ahlstrom corporation,neutral
sanoma learn literature offering print digital learn material present eleven country,neutral
costanza light aluminum base washable shade come white pistachio orange blue red,neutral
process technology project management basic engineering quality assurance within forest industry consolidate vantaa southern finland,neutral
test conduct nokia siemens lte center competence espoo finland follow company production start lteready flexi multiradio base station mhz band april complement earlier test nokia mhz mhz band,neutral
share royal sun alliance continue slide back month high last month potential suitor rule takeover bid,negative
manage director comment net sale first quarter notably low year especially finland russia baltic country,negative
sale climb percentage tobillioneur surpass themillioneur consensus figure,positive
suominen corporation estimate costcutting program start autumarket neutralhigher sale price expect growth volume wet wipe make company operation profitable,positive
finnish oko bank sign cooperation agreement raiffeisen concern finnish company investment russia,positive
cooper distributor lift equipment manufacturer konecranes fiveyear deal involves low maintenance fuel save technology,positive
report period biotie north american licensing partner somaxon pharmaceutical announce positive result nalmefene pilot phase clinical trial smoking cessation,positive
significant milestone benefon help secure critical usp personal navigation product roadmap beyond commented simon button chief technology officer benefon,positive
investor continue interested company share although quite cheap affarsvarlden say,positive
year personal entertainment play significant role determine whether fitness facility workout experience pleasurable chore say brian wilson director marketing precor entertainment service division,neutral
agreement must approve russian competition authority enters force,neutral
total amount subscription price record fund invest nonrestricted equity,neutral
kemira installation nordalu produce ton liquid solid aluminum waste per year,neutral
skogster currently serf manager responsible abb system module low voltage drive,neutral
counter competitor strength target weakness,neutral
found bioview automate laboratory test especially diagnostic test cancer,neutral
fivestorey ecoefficient building gross floor area also include apartment,neutral
stena poseidon socalled panamax tanker design able narrow passage panama canal lock,neutral
market expect poor performance company stock percent xac early afternoon trading helsinki,positive
exclude nonrecurring item pretax profit surge percentage eurm,positive
adp news feb finnish retailer kesko oyj hel kesbv say today total sale exclude value add tax vat stand eur million usd january percentage yearonyea,negative
talentum expect net sale core business increase compare,positive
accord pkc acquisition would bring significant addition pkc customer base,positive
end review period nordic aluminium order book stand eurmarket neutralcompared eur,positive
net sale operating profit record high company history,positive
favourable currency rate also contribute high net sale ceo kari kauniskangas say,positive
fiskars yearold global business best know orangehandled scissors expect derive synergy eur million year consolidate certain part housewares division two compete,positive
fullyear net sale expect increase approximately percentage company say,positive
april finnish forest machinery equipment maker ponsse oyj hel ponv say today expect swing net profit eur first quarter eur loss year earlier,positive
india trade russia currently stand four billion dollar grow per cent fiscal,positive
lithuanian beer maker sell million liter beer rise per cent yearearlier figure million liter,positive
net sale revenue per passenger expect increase,positive
return investment percentage compare percentage,positive
company move operating profit eur versus operating loss eur also turn eps eur versus loss per share eur,positive
price raw material aluminium end company considers outlook favourable,positive
refine margin year bbl compare bbl prior year,positive
viking line manages well current ferry,positive
scania morgan stanley lift share target swedish heavyduty truck bus maker scania crown euro crown euro,positive
recommendable nokian accord adac judgement late summer tyre test german automobile association adac,positive
finnish vacon sign significant deal norwegian scandinavian electric system supply drive,positive
finnishswedish tietoenator expand business quickly russia,positive
hkan dahlstrm head mobility service teliasonera forecast mobile data volume teliasonera network sweden rise eightfold,positive
cost save rise somemillioneur year oko say,positive
finnish elevator escalator maker kone corporation say tuesday march receive major order sir robert mcalpine supply elevator escalator watermark place project city london,positive
consolidated earnings tax total eur compare eur net profit eur compare eur previous year,positive
deal likely bring save eurmarket neutralmarket neutral,positive
middle east north africa tecnotree grown considerably recent year,positive
may finnish electrical component maker salcomp hel salv say today turn net profit eur first quarter versus loss eurm correspond period last year,positive
end number outlet rise,positive
first quarter marktomarket result pretax profit eur million versus loss eur million period last year,positive
incap contract manufacture service private limited inked agreement six new customer india,positive
also say third quarter dilute eps come eur compare eur quarter year ago,positive
also turn earnings per share eps eur versus loss per share eur,positive
also turn earnings per share eps eur versus loss per share eur,positive
also strengthen ruukki offshore business,positive
last week finnish metal technology group announce plan sell percent technology unit company strategic goal become world large stainless steel maker,positive
manavigatorseptember kemira unveils indian ivrcl finnish chemical group kemira hel krav tuesday announce inked deal form joint venture india local construction firm ivrcl infrastructure project ltd bom,positive
mreal sale expect increased percentage yearonyear eurm second quarter,positive
neste oil board propose eur dividend fullyear compare eur year ago,positive
net interest income total eurmarket neutralcompared eurmarket neutrala year earlier,positive
net profit wasmillioncompared withmillion,positive
net sale expect percentage,positive
operating loss eurmarket neutralcompared loss eurmarket neutralin second quarter,positive
operating profit eurmarket neutralcompared loss eurmarket neutralin corresponding period,positive
pretax loss total eurmarket neutralcompared loss eurmarket neutralin first quarter,positive
pretax profit total eurmarket neutralcompared loss eurmarket neutralin fourth quarter,positive
previously deliver custom solution electronics make commercially available mobile terminal vendor well wireless operator,positive
rapala say estimate make save ofmillioneur year centralise french operation one site,positive
reuse back pet bottle also steadily increase rate use strap tape pick dip petcore say previously,positive
sale expect increase end year however,positive
satama net sale would higher year,positive
systeemitiimi sale project resource also strengthen director paul skogberg say,positive
action expect deliver annual cost save eurm,positive
company well position brazil uruguay,positive
company report loss period eurmarket neutralcompared loss eurmarket neutralin corresponding period,positive
company turn earnings per share eps eur versus loss per share eur,positive
fourth quarter saw rapala swing back pretax profit ofmillioneur year earlier loss ofmillionon back percentage uplift sale tomillioneur strong performance north america,positive
soapstone deposit medvezhyegorsk area expect increase tulikivi current reserve considerably,positive
measure expect produce annual cost save eur million start,positive
bring cost save eurmarket neutrala year,positive
via move company aim annual save eurm main part expect realized year,positive
july finnish steel maker rautaruukki oyj hel rtrks ruukki say today turn net profit eurm second quarter net loss eurm correspond period last year,positive
october finnish wood product technology supplier raute oyj hel rutav say today swung net profit eurm first nine month versus net loss eur period year earlier,positive
february finnish broadband data communication system provider teleste oyj hel tltv say yesterday net profit rocket eur eur lift dividend proposal,positive
february finnish broadband data communication system provider teleste oyj hel tltv say wednesday net profit rocket eur eur lift dividend proposal,positive
cargotec corporation press release august finnish time cargotec macgregor business area provide marine cargo handle offshore load handle solution receive significant offshore crane retrofit order,positive
ebit total eurmarket neutralcompared loss eurmarket neutralin corresponding period,positive
finnish broadband data communication system provider teleste oyj hel tltv say yesterday return net profit eur million usd first nine month versus net loss eur period,positive
finnish consumer packaging manufacturer huhtamaki oyj say swung net profit ofmillioneuromillionin first nine month net loss ofmillioneuromillionin period,positive
finnish dental care group oral hammaslaakarit oyj post total net profit euromillionin first nine month versus net loss euro period,positive
finnish consultancy satama interactive oyj post net profit ofmillioneuromillionfor first nine month compare net loss euro period,positive
finnish pulp paper machinery maker vaahto group oyj swung amillioneuromillionnet profit fiscal end august euro net loss fiscal,positive
finnish silicon wafer manufacturer okmetic oyj say swung net profit ofmillioneuromillionin first nine month net loss ofmillioneuromilliona year earlier,positive
second quarter company net profit eur compare net loss eur apriljune,positive
therefore seem finnish ship company viking line get subsidy need order new lngfuelled vessel,positive
jarmo honkamaa head oil refining business neste oil say situation look promising viewpoint,positive
adp news feb finnish print circuit board pcb maker aspocomp group oyj hel acgv say today swung net profit eur usd versus net loss eur million,positive
adp news nov finnish retail software developer aldata solution oyj omx aldv say today swung net profit eur million usd first nine month versus net loss,positive
mformation nokia note establish interoperability agreement cover commercially proven standardsbased management mobile device well mobile device security mobile application management,positive
market neutraland pretax profit eurmarket neutralfrom eurmarket neutralin third quarter,positive
net sale however increase,positive
operating profit total eurmarket neutralcompared eurmarket neutralin correspond period,positive
profit tax eurmarket neutralcompared eurmarket neutralthe previous year,positive
profit period eurmarket neutralcompared eurmarket neutralin,positive
quarterly dilute eps continue operation come eur compare last year eur,positive
raute post net profit ofmillioneuromillionfor third quarter compare net loss euro corresponding period,positive
return equity stand percentage compare percentage third quarter,positive
russian export duty activate harvest finland sale russia increase also,positive
company expect net sale significantly increase,positive
company net profit amount eemarket neutralwhich percentage,positive
optimization steel component heat process reduce energy consumption,positive
new partnership agreement represent significant milestone party,positive
tiimari latvian representative ineta zaharova say company earn lvl profit time,positive
inge larsen cfo share represent percentage share capital,neutral
forecast percentage,neutral
share capital alma medium corporation business eur divide share,neutral
company list nordic exchange helsinki,neutral
incap contract manufacture carry manufacturing agreement factory tumkur near bangalore,neutral
operate nokia support nokia netact network service management system,neutral
comptel corporation publish financial statement february,neutral
shop locate capital region paijathame region,neutral
annual net sale unit eur million currently employ people,neutral
follow workday customer check home computer purchase divide different ingredient group much energy various product contain nutritional content purchase,neutral
name company hold acquire citycon oyj,neutral
basware headquarter espoo finland,neutral
store locate poznan shop center name pestka company add,neutral
seat would edgar edmonds american experience clothe retail industry christian fischer austrian experience winter sport good business,neutral
ahlstrom employee serve customer via sale office production facility country six continent,neutral
raute headquarter nastola finland technology company serve wood product industry worldwide,neutral
accord late information benefon launch twig device september,neutral
report capman plc ceo heikki westerlund,neutral
price specify completion date,neutral
total million invest project,neutral
finnish consultancy satama interactive oyj say november jarmo lonnfors take position ceo,neutral
nordea definitely big sampo acquire say analyst sampo would appear agenda nordea ahead privatisation,neutral
room modify share component already indicate,neutral
could,neutral
central office nordea bank ulitsa yamskogo polya build telephone ext unimilk egm xvi international businesssummit food business russia take place,neutral
share still subscribe series share option max,neutral
new share option right plan package company huhtamaki oyj report monday total new share company issue base share subscription option right plan,neutral
meet medium analyst hold day stonesoft headquarters helsinki italahdenkatu interim report present stonesoft ceo ilkka hiidenheimo,neutral
meet glisten shareholder vote bid hold march,neutral
replay available october follow number caller nonus caller access code,neutral
percentage come aspo chemical percentage aspo shipping percentage aspo system,neutral
percentage evraz group share own lanebrook whose beneficiary one hand millhouse hold company asset billionaire roman abramovich business partner percentage evraz executive alexander abramov alexander frolov percentage,neutral
aker yard finland begin use chinese subcontractor finnish shipyard,neutral
finnish food industry company lnnen tehtaat plan change fish product business,neutral
accord business medium report usmanov plan transfer megafon stake statecontrolled svyazinvest exchange stake merge rostelecom,neutral
accord gallup food farm fact beef consumption totaledmarket neutralkilos finland,neutral
accord company decision issue make summer early summer late,neutral
accord finnishrussian chamber commerce major construction company finland operating russia,neutral
accord notification hold ameriprice inc group company total share represent percentage tekla share vote right,neutral
sale savcor group ltd comprise savcor art corporate function investment cencorp corporation,neutral
ahlstrom share quote nasdaq omx helsinki,neutral
ahlstrom share quote nasdaq omx helsinki,neutral
yit capital market day material available company internet site wwwyitgroupcominvestors september,neutral
